Player,Pos,Nation,Age,Born,MP,Starts,Min,Gls,Sh,SoT,Avg_Sh_Dist,FK,PK,PKatt,Cmp,Att,Pass_TD,Pass_PD,Cmp_S,Att_S,Cmp_M,Att_M,Cmp_L,Att_L,Ast,KP,Pas_A3,PPA,CrsPA,PrgP,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,PKwon,PKcon,OG,Recov,AD_Won,AD_Lost,Touches,Tch_DP,Tch_D3,Tch_M3,Tch_A3,Tch_AP,Live,TO_Att,TO_Succ,Tkld,Carries,Carries_TD,Carries_PD,PrgC,Carries_A3,CPA,Mis,Dis,Rec,PrgR,Tkl,TklW,Tkl_D3,Tkl_M3,Tkl_A3,Tkl_VD_succ,Tkl_VD_att,Tkl_VD_lost,Blocks,Blocked_shot,Blocked_pass,Int,Clr,Err
Charles Aránguiz,MF,Chile,31.0,1989.0,5.0,5.0,447.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,294.0,344.0,4707.0,1274.0,143.0,153.0,100.0,111.0,30.0,41.0,0.0,5.0,33.0,7.0,1.0,39.0,0.0,0.0,0.0,8.0,10.0,0.0,9.0,0.0,0.0,0.0,32.0,5.0,4.0,387.0,4.0,76.0,216.0,95.0,6.0,387.0,6.0,4.0,2.0,282.0,1239.0,588.0,10.0,15.0,1.0,9.0,3.0,287.0,20.0,6.0,3.0,2.0,3.0,1.0,5.0,19.0,14.0,6.0,0.0,6.0,4.0,3.0,0.0
Pablo Aránguiz,MF,Chile,23.0,1997.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,6.0,0.0,0.0,0.0,5.0,38.0,26.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Araujo,DF,Peru,26.0,1994.0,2.0,1.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,68.0,1175.0,340.0,25.0,27.0,35.0,35.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,80.0,11.0,37.0,40.0,3.0,1.0,80.0,0.0,0.0,0.0,54.0,248.0,134.0,1.0,1.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,1.0,6.0,0.0
Robert Arboleda,DF,Ecuador,29.0,1991.0,5.0,5.0,450.0,0.0,3.0,2.0,7.3,0.0,0.0,0.0,210.0,238.0,3917.0,1336.0,87.0,94.0,93.0,102.0,27.0,37.0,1.0,1.0,13.0,2.0,0.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,6.0,279.0,27.0,131.0,138.0,12.0,5.0,279.0,1.0,0.0,1.0,184.0,793.0,385.0,0.0,2.0,0.0,2.0,0.0,198.0,0.0,5.0,2.0,4.0,0.0,1.0,4.0,8.0,4.0,5.0,5.0,0.0,2.0,15.0,0.0
Alexis Arias,MF,Peru,25.0,1995.0,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,50.0,2.0,3.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,7.0,1.0,0.0,8.0,0.0,0.0,0.0,3.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Fernando Aristeguieta,FW,Venezuela,28.0,1992.0,3.0,3.0,214.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,46.0,354.0,67.0,26.0,34.0,6.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,4.0,16.0,72.0,3.0,6.0,45.0,21.0,3.0,72.0,3.0,2.0,1.0,32.0,121.0,68.0,3.0,1.0,0.0,10.0,3.0,46.0,5.0,4.0,1.0,2.0,1.0,1.0,4.0,7.0,3.0,3.0,1.0,2.0,1.0,3.0,0.0
Luciano Arriagada,FW,Chile,18.0,2002.0,1.0,0.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,31.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,4.0,1.0,8.0,1.0,0.0,1.0,7.0,12.0,2.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Santiago Arzamendia,DF,Paraguay,22.0,1998.0,4.0,4.0,328.0,0.0,4.0,2.0,20.6,1.0,0.0,0.0,160.0,199.0,2406.0,648.0,94.0,101.0,56.0,66.0,8.0,15.0,0.0,5.0,12.0,5.0,3.0,16.0,1.0,0.0,0.0,6.0,0.0,1.0,17.0,0.0,1.0,0.0,12.0,5.0,4.0,229.0,5.0,36.0,89.0,106.0,9.0,229.0,5.0,3.0,2.0,143.0,640.0,423.0,15.0,13.0,2.0,3.0,0.0,151.0,27.0,2.0,0.0,1.0,0.0,1.0,1.0,8.0,7.0,5.0,0.0,5.0,3.0,5.0,0.0
Gabriel Ávalos,FW,Paraguay,30.0,1990.0,4.0,3.0,266.0,1.0,11.0,2.0,10.7,0.0,0.0,0.0,25.0,47.0,344.0,31.0,13.0,20.0,9.0,17.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,5.0,12.0,7.0,66.0,0.0,2.0,27.0,40.0,18.0,66.0,2.0,1.0,1.0,35.0,162.0,54.0,2.0,5.0,0.0,2.0,1.0,53.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Barbosa,FW,Brazil,24.0,1996.0,5.0,2.0,190.0,1.0,5.0,2.0,11.7,0.0,0.0,0.0,29.0,35.0,365.0,33.0,16.0,21.0,9.0,9.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,50.0,0.0,2.0,21.0,28.0,7.0,50.0,2.0,1.0,1.0,34.0,128.0,41.0,1.0,3.0,0.0,3.0,1.0,36.0,12.0,3.0,2.0,0.0,3.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio Bareiro,FW,Paraguay,31.0,1989.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,23.0,7.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,10.0,0.0,2.0,3.0,5.0,0.0,10.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wílmar Barrios,MF,Colombia,27.0,1993.0,7.0,7.0,659.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,282.0,325.0,4774.0,1807.0,126.0,139.0,116.0,137.0,28.0,32.0,0.0,1.0,45.0,2.0,1.0,38.0,3.0,0.0,0.0,14.0,13.0,0.0,3.0,0.0,0.0,0.0,49.0,3.0,4.0,399.0,16.0,118.0,252.0,33.0,4.0,399.0,8.0,7.0,1.0,238.0,1053.0,385.0,2.0,2.0,1.0,5.0,3.0,259.0,3.0,25.0,17.0,14.0,9.0,2.0,17.0,28.0,11.0,8.0,2.0,6.0,14.0,6.0,0.0
Danny Bejarano,MF,Bolivia,27.0,1994.0,3.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,51.0,778.0,190.0,21.0,23.0,16.0,18.0,6.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,3.0,63.0,6.0,26.0,32.0,5.0,0.0,63.0,0.0,0.0,0.0,39.0,177.0,56.0,0.0,0.0,0.0,2.0,1.0,39.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,5.0,3.0,3.0,1.0,2.0,0.0,3.0,0.0
Diego Bejarano,DF,Bolivia,29.0,1991.0,3.0,3.0,270.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,95.0,117.0,1201.0,487.0,58.0,63.0,27.0,35.0,2.0,7.0,0.0,0.0,6.0,0.0,0.0,7.0,2.0,0.0,0.0,6.0,1.0,0.0,4.0,0.0,1.0,0.0,13.0,4.0,3.0,143.0,14.0,38.0,60.0,45.0,5.0,143.0,1.0,1.0,0.0,79.0,312.0,186.0,4.0,6.0,0.0,3.0,3.0,78.0,8.0,5.0,2.0,5.0,0.0,0.0,1.0,4.0,3.0,3.0,0.0,3.0,2.0,8.0,0.0
Rodrigo Bentancur,MF,Uruguay,23.0,1997.0,4.0,3.0,255.0,0.0,3.0,1.0,22.3,0.0,0.0,0.0,129.0,161.0,1928.0,526.0,73.0,81.0,38.0,49.0,10.0,18.0,0.0,1.0,18.0,1.0,0.0,14.0,0.0,0.0,0.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,25.0,4.0,5.0,194.0,7.0,32.0,125.0,42.0,2.0,194.0,10.0,8.0,2.0,126.0,658.0,317.0,3.0,5.0,1.0,4.0,1.0,140.0,6.0,11.0,7.0,5.0,5.0,1.0,6.0,9.0,3.0,7.0,1.0,6.0,7.0,2.0,0.0
Miguel Borja,FW,Colombia,28.0,1993.0,7.0,2.0,296.0,1.0,10.0,3.0,15.6,0.0,1.0,1.0,48.0,64.0,770.0,183.0,23.0,27.0,17.0,24.0,6.0,7.0,1.0,3.0,5.0,4.0,0.0,11.0,2.0,0.0,0.0,6.0,7.0,1.0,0.0,1.0,0.0,0.0,4.0,7.0,10.0,100.0,6.0,12.0,38.0,50.0,18.0,99.0,3.0,1.0,2.0,69.0,247.0,83.0,2.0,2.0,2.0,8.0,7.0,75.0,19.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,3.0,0.0,3.0,0.0,4.0,0.0
Rafael Borré,FW,Colombia,25.0,1995.0,5.0,4.0,292.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70.0,92.0,1043.0,306.0,38.0,49.0,25.0,32.0,4.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,10.0,3.0,1.0,3.0,0.0,0.0,0.0,18.0,2.0,11.0,124.0,1.0,28.0,68.0,32.0,3.0,124.0,5.0,2.0,3.0,68.0,327.0,145.0,3.0,2.0,0.0,10.0,0.0,75.0,11.0,10.0,5.0,5.0,5.0,0.0,4.0,10.0,6.0,3.0,0.0,3.0,2.0,1.0,0.0
Ben Brereton,FW,Chile,21.0,1999.0,5.0,3.0,300.0,1.0,7.0,5.0,14.0,0.0,0.0,0.0,54.0,74.0,662.0,139.0,32.0,39.0,15.0,18.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,5.0,1.0,0.0,0.0,3.0,7.0,2.0,2.0,0.0,0.0,0.0,15.0,4.0,7.0,111.0,5.0,16.0,44.0,54.0,17.0,111.0,11.0,7.0,4.0,86.0,624.0,265.0,8.0,7.0,2.0,6.0,6.0,88.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0
Martín Cáceres,DF,Uruguay,33.0,1987.0,3.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,75.0,990.0,260.0,34.0,34.0,30.0,30.0,1.0,6.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,80.0,2.0,14.0,50.0,17.0,1.0,80.0,0.0,0.0,0.0,60.0,291.0,203.0,2.0,1.0,0.0,1.0,1.0,61.0,5.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0
Jordy Caicedo,FW,Ecuador,23.0,1997.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,36.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,8.0,0.0,0.0,2.0,6.0,2.0,8.0,2.0,1.0,1.0,5.0,13.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moisés Caicedo,MF,Ecuador,19.0,2001.0,5.0,4.0,296.0,0.0,5.0,1.0,20.0,0.0,0.0,0.0,157.0,181.0,2740.0,728.0,79.0,91.0,59.0,65.0,17.0,19.0,0.0,2.0,21.0,4.0,0.0,25.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,3.0,215.0,3.0,22.0,148.0,46.0,7.0,215.0,5.0,4.0,1.0,144.0,438.0,178.0,2.0,6.0,0.0,7.0,5.0,165.0,7.0,9.0,3.0,1.0,7.0,1.0,4.0,7.0,3.0,1.0,0.0,1.0,5.0,1.0,0.0
Alexander Callens,DF,Peru,28.0,1992.0,5.0,5.0,386.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,138.0,163.0,2220.0,971.0,63.0,68.0,67.0,76.0,3.0,13.0,0.0,0.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,8.0,10.0,213.0,40.0,126.0,85.0,4.0,2.0,213.0,1.0,1.0,0.0,129.0,530.0,325.0,1.0,0.0,0.0,1.0,0.0,124.0,0.0,6.0,4.0,3.0,3.0,0.0,2.0,4.0,2.0,5.0,4.0,1.0,4.0,26.0,0.0
Leonardo Campana,FW,Ecuador,20.0,2000.0,4.0,2.0,169.0,0.0,7.0,1.0,13.2,0.0,0.0,0.0,20.0,28.0,210.0,24.0,17.0,21.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,52.0,1.0,2.0,21.0,29.0,13.0,52.0,0.0,0.0,0.0,26.0,74.0,8.0,0.0,0.0,0.0,7.0,2.0,37.0,9.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0
Jaminton Campaz,MF,Colombia,20.0,2000.0,1.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,20.0,291.0,121.0,6.0,8.0,3.0,6.0,4.0,5.0,0.0,0.0,4.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,20.0,0.0,0.0,14.0,6.0,0.0,20.0,0.0,0.0,0.0,9.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Edwin Cardona,MF,Colombia,28.0,1992.0,5.0,4.0,331.0,1.0,6.0,2.0,23.6,0.0,0.0,0.0,134.0,172.0,2797.0,1032.0,62.0,70.0,31.0,43.0,36.0,47.0,1.0,9.0,29.0,7.0,1.0,32.0,2.0,0.0,0.0,7.0,3.0,0.0,11.0,0.0,0.0,0.0,7.0,1.0,4.0,204.0,1.0,22.0,124.0,58.0,3.0,204.0,8.0,5.0,3.0,135.0,668.0,254.0,5.0,7.0,0.0,7.0,3.0,152.0,18.0,4.0,2.0,2.0,2.0,0.0,2.0,11.0,9.0,2.0,0.0,2.0,6.0,1.0,0.0
Ángel Cardozo,MF,Paraguay,26.0,1994.0,3.0,2.0,153.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,89.0,104.0,1590.0,454.0,41.0,46.0,36.0,42.0,12.0,13.0,0.0,0.0,11.0,1.0,0.0,10.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,1.0,124.0,3.0,19.0,89.0,16.0,1.0,124.0,2.0,0.0,2.0,88.0,292.0,142.0,0.0,0.0,0.0,2.0,1.0,91.0,2.0,7.0,4.0,4.0,2.0,1.0,4.0,6.0,2.0,3.0,0.0,3.0,2.0,0.0,0.0
Juan Carlos Arce,MF,Bolivia,35.0,1985.0,2.0,2.0,157.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,64.0,85.0,957.0,360.0,36.0,41.0,9.0,14.0,9.0,17.0,0.0,1.0,8.0,3.0,0.0,10.0,0.0,0.0,0.0,1.0,2.0,1.0,8.0,0.0,0.0,0.0,3.0,1.0,2.0,101.0,1.0,13.0,48.0,40.0,3.0,101.0,4.0,2.0,2.0,80.0,457.0,254.0,9.0,5.0,1.0,3.0,3.0,84.0,7.0,2.0,1.0,2.0,0.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0
Jan Carlos Hurtado,FW,Venezuela,20.0,2000.0,2.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
André Carrillo,FW,Peru,29.0,1991.0,6.0,6.0,516.0,2.0,6.0,2.0,17.7,0.0,0.0,0.0,196.0,238.0,3153.0,741.0,93.0,108.0,87.0,95.0,10.0,14.0,1.0,6.0,21.0,4.0,0.0,24.0,4.0,1.0,1.0,13.0,5.0,3.0,7.0,0.0,0.0,0.0,29.0,2.0,19.0,320.0,8.0,39.0,163.0,125.0,14.0,320.0,34.0,18.0,16.0,246.0,1823.0,745.0,23.0,26.0,6.0,21.0,10.0,249.0,47.0,8.0,2.0,7.0,1.0,0.0,4.0,6.0,2.0,5.0,0.0,5.0,2.0,6.0,0.0
Wilder Cartagena,MF,Peru,26.0,1994.0,4.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,81.0,1025.0,323.0,34.0,37.0,22.0,24.0,6.0,8.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,3.0,94.0,2.0,29.0,56.0,9.0,1.0,94.0,0.0,0.0,0.0,63.0,202.0,76.0,0.0,0.0,0.0,2.0,0.0,65.0,0.0,4.0,2.0,3.0,0.0,1.0,2.0,6.0,4.0,2.0,0.0,2.0,3.0,1.0,0.0
Casemiro,MF,Brazil,28.0,1992.0,6.0,5.0,478.0,1.0,8.0,5.0,24.7,1.0,0.0,0.0,293.0,359.0,4885.0,1652.0,146.0,162.0,107.0,129.0,29.0,45.0,0.0,3.0,38.0,6.0,0.0,46.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,0.0,0.0,0.0,50.0,23.0,13.0,427.0,7.0,105.0,262.0,64.0,4.0,427.0,3.0,2.0,1.0,262.0,769.0,464.0,7.0,6.0,0.0,4.0,2.0,273.0,6.0,16.0,9.0,9.0,7.0,0.0,5.0,18.0,13.0,7.0,1.0,6.0,14.0,8.0,0.0
